num,indID,mat,pop,lat,lon,state,region,pc1,trt,blockNum,blockID,nigrescens,bolted,dryWeight,stemHeight,stemWidth,closedCap,openCap,numSeed,numSeedCap,leafFreshWt,leafTurgWt,leafDryWt,RWC,boltDate,flowerDate,boltJulian,boltExpDays,flowerJulian,flowerExpDays,chlor_1,chlor_2,chlor_3,chlor_4,chlor_5,chlor_6,chlor_7,chlor_8
92,AP-12-3,AP-12,AP,45.80877,-121.27622,WA,US,2.000652915,C,C7,C7-2,0,1,24.16,42.8,3.11,18,9,14,2,0.1,0.1,0.02,100,5/17/2022,6/21/2022,137,8,172,43,37.7,44.6,47.2,47,47.2,47.5,53.6,50
93,IL-5-4,IL-5,IL,47.168389,-123.113595,WA,US,3.756822763,C,C7,C7-3,0,1,23.47,48.6,3.43,14,11,22,2,0.14,0.17,0.03,78.57142857,5/9/2022,6/13/2022,129,0,164,35,41,37.8,36.5,39.2,37,40,41.3,40.5
94,SP5-8-2,SP5-8,SP5,42.938767,-5.270633,SP,EU,-0.060749591,C,C7,C7-4,0,1,20.53,32,2.33,15,2,0,0,0.4,0.46,0.08,84.21052632,5/19/2022,6/20/2022,139,10,171,42,54,52.3,62.9,60.4,49.5,54.6,56.8,53.2
95,HO-14-1,HO-14,HO,44.224196,-123.511671,OR,US,4.323314778,C,C7,C7-5,0,1,27.14,46.2,2.86,8,13,13,2,NA,NA,NA,NA,5/18/2022,6/14/2022,138,9,165,36,49.7,45.7,46.6,47.1,46.2,47.1,42.7,55.2
96,TR-11-4,TR-11,TR,48.94619,-122.35244,WA,US,1.179044273,C,C7,C7-6,0,1,23.71,38.4,3.09,4,0,0,0,0.45,0.5,0.11,87.17948718,6/14/2022,NA,165,36,NA,NA,48,49.2,55.9,54.4,52.3,49.9,49.5,49.5
97,WC-8-3,WC-8,WC,47.241995,-120.696261,WA,US,-0.008288374,C,C7,C7-7,0,1,22.77,49,3.89,5,9,9,2,0.25,0.31,0.08,73.91304348,5/9/2022,6/8/2022,129,0,159,30,54.6,55.5,59.1,58.2,60.8,61,62.5,54.4
98,TR-7-6,TR-7,TR,48.94619,-122.35244,WA,US,1.179044273,C,C7,C7-8,0,0,20.13,NA,NA,NA,NA,NA,NA,0.89,0.95,0.19,92.10526316,NA,NA,NA,NA,NA,NA,49.4,50.3,54.9,53.7,50.9,52.6,46.6,43.8
99,NOR2-7-6,NOR2-7,NOR2,59.206117,10.37815,NOR,EU,-3.234658892,C,C7,C7-9,0,0,19.84,NA,NA,NA,NA,NA,NA,0.81,0.86,0.18,92.64705882,NA,NA,NA,NA,NA,NA,35.6,38.5,39.7,41.1,37.9,32,36.1,39
100,NOR2-5-5,NOR2-5,NOR2,59.206117,10.37815,NOR,EU,-3.234658892,C,C7,C7-10,0,0,18.36,NA,NA,NA,NA,NA,NA,0.79,0.87,0.16,88.73239437,NA,NA,NA,NA,NA,NA,44.1,44.7,45.8,49.1,49.2,43.6,53.1,48
101,HL-13-4,HL-13,HL,45.909633,-122.616945,WA,US,3.617706732,C,C7,C7-11,0,1,24.73,43.9,3.08,4,16,35,2,0.42,0.43,0.08,97.14285714,5/9/2022,6/8/2022,129,0,159,30,49.8,43.7,47.6,46.9,44,47.3,55.7,47.2
102,IL-1-2,IL-1,IL,47.168389,-123.113595,WA,US,3.756822763,C,C7,C7-12,0,1,18.89,63.1,4.13,15,11,13,2,0.23,0.26,0.04,86.36363636,5/15/2022,6/21/2022,135,6,172,43,47.8,50.1,52.1,59,53.5,50,59.3,52.2
103,SE-11-3,SE-11,SE,42.27916,-123.641852,OR,US,4.77412624,C,C7,C7-13,0,1,23.49,41.3,4.63,5,0,0,0,0.38,0.42,0.08,88.23529412,6/1/2022,NA,152,23,NA,NA,41.9,41.8,46.3,42.7,36.3,38.7,42.4,36.5
104,HO-11-4,HO-11,HO,44.224196,-123.511671,OR,US,4.323314778,C,C7,C7-14,0,1,24.25,70.2,4.36,11,2,0,2,0.4,0.45,0.09,86.11111111,5/18/2022,NA,138,9,NA,NA,41.2,47.2,51.4,50.1,58.2,46.4,43.4,45.6
105,IL-2-3,IL-2,IL,47.168389,-123.113595,WA,US,3.756822763,C,C7,C7-15,0,1,24.4,37.4,3.15,11,16,71,2,0.9,0.98,0.17,90.12345679,5/8/2022,6/1/2022,128,-1,152,23,48.8,47.7,50.9,48,56.3,54.4,53.5,55.1
106,BJ-12-2,BJ-12,BJ,48.789608,-122.463926,WA,US,1.005059733,C,C8,C8-1,0,0,23.1,NA,NA,NA,NA,NA,NA,0.83,0.93,0.16,87.01298701,NA,NA,NA,NA,NA,NA,42.5,45.6,52.2,52.2,48.2,47.8,45.7,40.5
107,AP-14-2,AP-14,AP,45.80877,-121.27622,WA,US,2.000652915,C,C8,C8-2,0,1,25.31,53.2,4.26,23,10,42,2,0.22,0.28,0.08,70,5/11/2022,6/9/2022,131,2,160,31,50.5,51.7,49.1,53,44.9,44.2,44.1,48.3
108,HL-3-1,HL-3,HL,45.909633,-122.616945,WA,US,3.617706732,C,C8,C8-3,0,1,24.61,41.4,3.82,16,13,27,2,0.93,0.97,0.2,94.80519481,5/9/2022,6/5/2022,129,0,156,27,61.3,54.9,53.7,54.8,51.1,56,61.5,57.4
109,TR-12-5,TR-12,TR,48.94619,-122.35244,WA,US,1.179044273,C,C8,C8-4,0,1,22.07,25.9,4.07,1,0,0,0,0.79,0.83,0.11,94.44444444,NA,NA,NA,NA,NA,NA,40.1,41.7,47.8,43.3,41.9,43.4,35,35.1
110,SP2-12-2,SP2-12,SP2,43.536733,-6.520533,SP,EU,2.178756034,C,C8,C8-5,0,1,23.14,38.6,4.12,11,9,27,2,1.02,1.1,0.18,91.30434783,5/9/2022,6/2/2022,129,0,153,24,42.3,42.6,42.7,41.2,39.4,49.4,49,43.1
111,IL-4-4,IL-4,IL,47.168389,-123.113595,WA,US,3.756822763,C,C8,C8-6,0,1,23.02,45.3,2.98,28,8,43,2,1.2,1.36,0.22,85.96491228,5/9/2022,6/7/2022,129,0,158,29,43.9,39.5,44.3,44.4,40.6,48.9,48,51.5
112,HO-11-5,HO-11,HO,44.224196,-123.511671,OR,US,4.323314778,C,C8,C8-7,0,1,21.77,55.5,4.11,9,2,0,2,0.26,0.32,0.06,76.92307692,5/17/2022,NA,137,8,NA,NA,35.3,34.6,45.5,42.1,41,48.4,45.8,42.7
113,FR3-13-4,FR3-13,FR3,45.406583,5.42325,FR,EU,-1.632805986,C,C8,C8-8,0,0,17.75,NA,NA,NA,NA,NA,NA,0.82,0.83,0.11,98.61111111,NA,NA,NA,NA,NA,NA,29.5,34.1,30,40.6,37.8,38.2,38.4,33
114,WC-9-4,WC-9,WC,47.241995,-120.696261,WA,US,-0.008288374,C,C8,C8-9,0,1,24.88,46.8,3.1,14,5,6,2,0.43,0.45,0.08,94.59459459,5/17/2022,6/21/2022,137,8,172,43,48.4,49.8,49.5,48.3,43.6,51,43.9,40.8
115,JC-14-6,JC-14,JC,48.16472222,-123.2997222,WA,US,1.486506186,C,C8,C8-10,0,1,24.75,50.7,3.45,13,9,6,2,0.54,0.62,0.08,85.18518519,5/18/2022,6/16/2022,138,9,167,38,38.5,41.9,42.8,43.1,41.5,42,38.8,35.2
116,DR-11-4,DR-11,DR,43.655301,-123.333033,OR,US,4.200970886,C,C8,C8-11,0,1,26.86,48.9,4.32,21,10,74,2,0.78,0.81,0.14,95.52238806,5/8/2022,6/9/2022,128,-1,160,31,54,57.8,55,50.8,51.6,49.7,56.7,52.3
117,TR-7-4,TR-7,TR,48.94619,-122.35244,WA,US,1.179044273,C,C8,C8-12,0,1,21.96,58.1,5.36,13,0,0,0,1.06,1.14,0.17,91.75257732,6/15/2022,NA,166,37,NA,NA,48.4,46.1,51.6,52.7,52,53.6,50.9,54.9
118,HL-13-3,HL-13,HL,45.909633,-122.616945,WA,US,3.617706732,C,C8,C8-13,0,1,22.5,44.5,3.11,13,10,39,2,0.94,1.05,0.17,87.5,5/9/2022,6/13/2022,129,0,164,35,46.8,37.5,44.7,44.3,48.3,45,53.5,47.5
119,SE-13-4,SE-13,SE,42.27916,-123.641852,OR,US,4.77412624,C,C8,C8-14,0,1,28.42,89.5,4.31,21,1,0,1,0.4,0.47,0.11,80.55555556,5/18/2022,NA,138,9,NA,NA,31.3,39.5,44.3,38,41.4,39.7,42.5,40.8
120,AP-7-2,AP-7,AP,45.80877,-121.27622,WA,US,2.000652915,C,C8,C8-15,0,1,22.3,52.1,3.25,4,12,53,2,0.26,0.28,0.05,91.30434783,5/16/2022,6/18/2022,136,7,169,40,45.2,22.6,53,55.3,47.8,52.2,48.3,44
121,GER4-4-1,GER4-4,GER4,48.624617,8.640133,GER,EU,-2.434491549,C,C9,C9-1,0,1,23.84,56.8,5.14,9,0,0,0,1.28,1.44,0.26,86.44067797,6/2/2022,NA,153,24,NA,NA,43.7,44.2,46.9,51.3,49.3,46.2,45.6,46.2
122,HO-15-1,HO-15,HO,44.224196,-123.511671,OR,US,4.323314778,C,C9,C9-2,0,1,28.28,43.3,4.09,33,6,0,2,0.64,0.83,0.17,71.21212121,5/9/2022,6/21/2022,129,0,172,43,46.9,39.3,52.7,50.1,48.4,56.2,58.9,53.4
123,SP5-9-2,SP5-9,SP5,42.938767,-5.270633,SP,EU,-0.060749591,C,C9,C9-3,0,1,19.67,31,2.37,18,4,1,2,0.72,0.77,0.13,92.1875,5/15/2022,6/9/2022,135,6,160,31,49.6,49.2,56.5,54,62.1,56.4,58.9,50.8
124,DR-1-5,DR-1,DR,43.655301,-123.333033,OR,US,4.200970886,C,C9,C9-4,0,0,21.4,NA,NA,NA,NA,NA,NA,1.29,1.35,0.26,94.49541284,NA,NA,NA,NA,NA,NA,44.7,47.3,41,45.7,41.9,44,38.2,42
125,IL-2-4,IL-2,IL,47.168389,-123.113595,WA,US,3.756822763,C,C9,C9-5,0,1,25.61,42.8,3.26,9,14,76,2,0.68,0.7,0.14,96.42857143,5/11/2022,6/5/2022,131,2,156,27,47.9,47.5,45.8,45.7,38.5,47.7,50.4,44.4
126,NOR8-4-3,NOR8-4,NOR8,59.55275,10.441783,NOR,EU,-3.602537116,C,C9,C9-6,0,1,26.75,23.1,5.72,1,0,0,0,1.27,1.32,0.25,95.3271028,5/31/2022,NA,151,22,NA,NA,52.2,55,59.4,53.7,58.3,49.5,50.4,48.9
127,NOR5-6-4,NOR5-6,NOR5,59.435433,10.494067,NOR,EU,-3.336593887,C,C9,C9-7,0,0,21.07,NA,NA,NA,NA,NA,NA,1.6,1.77,0.32,88.27586207,NA,NA,NA,NA,NA,NA,47.7,51.7,54.5,55.1,55.6,52.3,55.9,53.4
128,SP4-8-2,SP4-8,SP4,43.025217,-5.825167,SP,EU,0.434514309,C,C9,C9-8,0,1,20.61,24.8,3.5,7,10,46,2,0.88,0.91,0.15,96.05263158,5/9/2022,6/4/2022,129,0,155,26,43,46.4,53.4,53,52.9,54.6,56.9,57.3
129,HL-3-2,HL-3,HL,45.909633,-122.616945,WA,US,3.617706732,C,C9,C9-9,0,1,23.79,49.4,4.53,19,9,2,2,0.53,0.58,0.09,89.79591837,5/9/2022,6/18/2022,129,0,169,40,45,46.5,48.9,44.9,50.6,51.5,57.4,52.6
130,IL-5-3,IL-5,IL,47.168389,-123.113595,WA,US,3.756822763,C,C9,C9-10,0,1,24.03,65.5,3.15,11,4,4,2,0.47,0.52,0.09,88.37209302,5/17/2022,6/24/2022,137,8,175,46,38.6,38.6,39.8,35.9,39,43.3,40,35.7
131,IL-1-1,IL-1,IL,47.168389,-123.113595,WA,US,3.756822763,C,C9,C9-11,0,1,27.03,59.5,3.97,19,10,20,2,0.93,1.05,0.16,86.51685393,5/18/2022,6/20/2022,138,9,171,42,49.1,40.7,45.1,45,48.2,52.1,56.8,50.3
132,SE-11-4,SE-11,SE,42.27916,-123.641852,OR,US,4.77412624,C,C9,C9-12,0,1,24.79,52.2,4.26,14,6,19,2,0.94,1.05,0.19,87.20930233,5/17/2022,6/21/2022,137,8,172,43,37.9,38.9,39.9,34.3,36.5,37.2,44.6,35.6
133,AP-12-2,AP-12,AP,45.80877,-121.27622,WA,US,2.000652915,C,C9,C9-13,0,1,23.67,45.4,3.35,14,10,80,2,0.82,0.9,0.16,89.18918919,5/15/2022,6/13/2022,135,6,164,35,40.9,48.3,47.2,42.7,47.4,48,48.3,35.7
134,DR-4-5,DR-4,DR,43.655301,-123.333033,OR,US,4.200970886,C,C9,C9-14,0,1,23.13,50.3,3.67,9,0,0,0,0.91,0.97,0.17,92.5,6/15/2022,NA,166,37,NA,NA,36,43.5,40,32.1,41.5,44.4,33.4,19.9
135,BJ-12-1,BJ-12,BJ,48.789608,-122.463926,WA,US,1.005059733,C,C9,C9-15,0,0,20.72,NA,NA,NA,NA,NA,NA,0.69,0.76,0.11,89.23076923,NA,NA,NA,NA,NA,NA,47.1,49.2,37.6,39.3,44.1,37,22.6,NA
136,HR-2-3,HR-2,HR,45.661346,-121.586227,OR,US,2.746371488,C,C10,C10-1,0,1,22.32,53.1,4.29,5,3,0,2,0.61,0.66,0.13,90.56603774,5/31/2022,NA,151,22,NA,NA,34.2,47.6,42.7,47.5,44.7,42.8,47.9,44.8
137,SP5-8-7,SP5-8,SP5,42.938767,-5.270633,SP,EU,-0.060749591,C,C10,C10-2,0,1,18.9,28.4,2.32,4,8,22,2,0.46,0.49,0.08,92.68292683,5/17/2022,6/18/2022,137,8,169,40,52.9,46.1,52.2,54.3,48.6,52.9,49.6,51.9
138,NOR5-8-3,NOR5-8,NOR5,59.435433,10.494067,NOR,EU,-3.336593887,C,C10,C10-3,0,0,22.85,NA,NA,NA,NA,NA,NA,0.76,0.74,0.2,103.7037037,NA,NA,NA,NA,NA,NA,49.8,51.1,50,51.1,45.5,41.6,39.1,40.1
139,SP5-8-5,SP5-8,SP5,42.938767,-5.270633,SP,EU,-0.060749591,C,C10,C10-4,0,1,19.86,35.3,2.66,7,2,10,2,0.98,1.14,0.17,83.50515464,5/17/2022,6/22/2022,137,8,173,44,49.3,56.4,61.2,60.9,56,62.5,63.4,65.5
140,SE-14-2,SE-14,SE,42.27916,-123.641852,OR,US,4.77412624,C,C10,C10-5,0,1,21.74,46.9,3.66,16,0,0,0,0.29,0.46,0.11,51.42857143,6/16/2022,NA,167,38,NA,NA,NA,NA,30.3,33.8,32.8,35.9,35.7,35
141,HL-4-4,HL-4,HL,45.909633,-122.616945,WA,US,3.617706732,C,C10,C10-6,0,1,22.38,36.6,3.31,3,5,15,2,0.35,0.43,0.1,75.75757576,5/11/2022,6/13/2022,131,2,164,35,50.2,53.1,57.9,53.6,50,55,48.1,45.2
142,JC-1-3,JC-1,JC,48.16472222,-123.2997222,WA,US,1.486506186,C,C10,C10-7,0,1,28.12,45.2,3.64,14,18,84,2,0.14,0.21,0.05,56.25,5/15/2022,6/15/2022,135,6,166,37,43.9,52.8,49.3,50.3,51.8,50.1,46.5,34.5
143,NOR2-3-3,NOR2-3,NOR2,59.206117,10.37815,NOR,EU,-3.234658892,C,C10,C10-8,0,0,23.39,NA,NA,NA,NA,NA,NA,0.68,0.81,0.2,78.68852459,NA,NA,NA,NA,NA,NA,38.7,46.8,48.1,46.2,42.5,38,38.4,45.2
144,LUX1-12-1,LUX1-12,LUX1,49.61855,6.1393,LUX,EU,-1.721640374,C,C10,C10-9,0,1,26.85,45.2,4.06,10,23,34,2,0.61,0.86,0.29,56.14035088,5/9/2022,6/13/2022,129,0,164,35,43.2,46.4,43.3,47.5,48.7,50.1,50,43.3
145,FR3-8-3,FR3-8,FR3,45.406583,5.42325,FR,EU,-1.632805986,C,C10,C10-10,0,0,23.15,NA,NA,NA,NA,NA,NA,0.72,0.96,0.3,63.63636364,NA,NA,NA,NA,NA,NA,40.3,40,41.5,41.2,46.1,39.7,36.1,33.5
146,HL-3-5,HL-3,HL,45.909633,-122.616945,WA,US,3.617706732,C,C10,C10-11,0,1,23.62,40.7,2.69,13,17,29,2,0.64,0.77,0.16,78.68852459,5/15/2022,6/16/2022,135,6,167,38,43.6,43.4,44.5,34.8,37.9,39,41.7,41
147,GER4-13-5,GER4-13,GER4,48.624617,8.640133,GER,EU,-2.434491549,C,C10,C10-12,0,0,19.45,NA,NA,NA,NA,NA,NA,0.76,0.82,0.16,90.90909091,NA,NA,NA,NA,NA,NA,38.3,46.5,46.2,43.9,47,46.5,46.1,41.1
148,HO-14-4,HO-14,HO,44.224196,-123.511671,OR,US,4.323314778,C,C10,C10-13,0,1,23.63,46.8,3.84,11,7,0,2,0.07,0.21,0.04,17.64705882,5/24/2022,6/27/2022,144,15,178,49,38.7,51.6,52.9,51,45,51.4,46,41.6
149,SP5-8-8,SP5-8,SP5,42.938767,-5.270633,SP,EU,-0.060749591,C,C10,C10-14,0,1,17.18,30.2,2.19,4,2,0,2,0.3,0.38,0.08,73.33333333,6/11/2022,6/28/2022,162,33,179,50,44.2,52.4,51.4,51.3,50,48.7,48.7,50.6
150,SP5-13-3,SP5-13,SP5,42.938767,-5.270633,SP,EU,-0.060749591,C,C10,C10-15,0,1,17.08,23.5,2.32,7,0,0,0,0.32,0.35,0.06,89.65517241,6/16/2022,NA,167,38,NA,NA,NA,NA,NA,NA,NA,NA,42.8,42.6
151,TR-11-5,TR-11,TR,48.94619,-122.35244,WA,US,1.179044273,T,T1,T1-1,0,1,22.63,49.5,3.75,11,2,0,2,0.84,0.91,0.18,90.4109589,5/15/2022,NA,135,6,NA,NA,43.5,41.3,55.2,54.3,45.5,53.1,51.1,48.3
152,SP2-9-1,SP2-9,SP2,43.536733,-6.520533,SP,EU,2.178756034,T,T1,T1-2,0,1,21.97,27,2.98,6,2,83,2,0.69,0.74,0.14,91.66666667,5/17/2022,6/13/2022,137,8,164,35,32.7,32.2,46.4,41.2,43.2,41.8,45.8,41.7
153,HO-15-2,HO-15,HO,44.224196,-123.511671,OR,US,4.323314778,T,T1,T1-3,0,1,22.46,30.3,3.53,7,1,0,1,1.04,1.12,0.2,91.30434783,5/18/2022,NA,138,9,NA,NA,37.2,39.9,41.9,51.2,48.1,55.1,55.3,58.6
154,NOR2-7-5,NOR2-7,NOR2,59.206117,10.37815,NOR,EU,-3.234658892,T,T1,T1-4,0,0,21.03,NA,NA,NA,NA,NA,NA,0.53,0.51,0.09,104.7619048,NA,NA,NA,NA,NA,NA,14.6,28.3,41.6,41.1,39,36.4,31.9,34.6
155,JC-1-2,JC-1,JC,48.16472222,-123.2997222,WA,US,1.486506186,T,T1,T1-5,0,1,23.93,49.2,4,16,4,4,1,0.54,0.58,0.08,92,5/17/2022,6/26/2022,137,8,177,48,43.6,46.6,56.6,64.5,68,60.5,57,60.4
156,HO-11-1,HO-11,HO,44.224196,-123.511671,OR,US,4.323314778,T,T1,T1-6,0,1,22.34,28.9,3.48,19,2,52,2,0.7,0.73,0.13,95,5/12/2022,6/16/2022,132,3,167,38,44.8,45,43,46.6,45,55.4,53.8,52.6
157,SP4-4-1,SP4-4,SP4,43.025217,-5.825167,SP,EU,0.434514309,T,T1,T1-7,0,1,22.05,10.5,2.49,1,0,0,0,0.58,0.65,0.11,87.03703704,NA,NA,NA,NA,NA,NA,45.9,44.8,54.6,58.9,54.5,47,42.7,43.8
158,IL-2-1,IL-2,IL,47.168389,-123.113595,WA,US,3.756822763,T,T1,T1-8,0,1,22.05,33.1,2.91,24,5,41,2,0.18,0.23,0.04,73.68421053,5/8/2022,6/5/2022,128,-1,156,27,43,46.1,31.1,38.2,31.7,49.8,51,50.9
159,IL-5-1,IL-5,IL,47.168389,-123.113595,WA,US,3.756822763,T,T1,T1-9,0,1,21.4,27.1,2.68,24,2,59,2,0.28,0.32,0.07,84,5/9/2022,6/5/2022,129,0,156,27,44.4,47.1,40.8,30.4,40.3,39.9,57.7,54.9
160,IL-1-6,IL-1,IL,47.168389,-123.113595,WA,US,3.756822763,T,T1,T1-10,0,1,20.59,37.2,2.65,6,2,9,2,1.07,1.15,0.21,91.4893617,5/18/2022,6/22/2022,138,9,173,44,47,40.7,44,44.6,39.8,45.6,52.7,41.6
161,FR3-13-1,FR3-13,FR3,45.406583,5.42325,FR,EU,-1.632805986,T,T1,T1-11,1,1,24.27,44.1,4.21,9,2,7,2,0.68,0.72,0.14,93.10344828,5/31/2022,6/29/2022,151,22,180,51,50.2,54.4,51.5,50.7,42.9,43.7,41.7,53.5
162,HL-13-1,HL-13,HL,45.909633,-122.616945,WA,US,3.617706732,T,T1,T1-12,0,1,21.46,10.4,2.01,1,0,0,0,0.65,0.72,0.13,88.13559322,NA,NA,NA,NA,NA,NA,43.8,49.6,42.7,37.2,41,43.2,41.2,54.6
163,WC-9-3,WC-9,WC,47.241995,-120.696261,WA,US,-0.008288374,T,T1,T1-13,0,1,20.13,30.9,2.81,4,0,0,0,0.69,0.68,0.14,101.8518519,NA,NA,NA,NA,NA,NA,48.1,49.6,54.2,47.3,46.1,47.8,44.9,60.9
164,SP2-13-4,SP2-13,SP2,43.536733,-6.520533,SP,EU,2.178756034,T,T1,T1-14,0,1,21.53,35.4,3.2,14,3,5,2,0.34,0.42,0.07,77.14285714,5/21/2022,6/23/2022,141,12,174,45,38.9,40.6,48.6,43.8,45.2,41,39.9,53.5
165,NOR2-5-4,NOR2-5,NOR2,59.206117,10.37815,NOR,EU,-3.234658892,T,T1,T1-15,0,0,18.13,NA,NA,NA,NA,NA,NA,0.67,0.73,0.12,90.16393443,NA,NA,NA,NA,NA,NA,33.9,36.3,28.7,34.6,33.8,37.9,42.1,42
166,GER4-13-2,GER4-13,GER4,48.624617,8.640133,GER,EU,-2.434491549,T,T2,T2-1,0,1,20.94,9.7,2.58,1,0,0,0,0.49,0.53,0.09,90.90909091,NA,NA,NA,NA,NA,NA,31.4,42.5,52.2,NA,49.7,44.9,37.2,40.5
167,SP5-13-1,SP5-13,SP5,42.938767,-5.270633,SP,EU,-0.060749591,T,T2,T2-2,0,1,19.82,37.8,2.5,6,5,3,1,0.18,0.19,0.04,93.33333333,5/26/2022,6/27/2022,146,17,178,49,30.9,36.5,52,48.1,50.8,49.9,42.9,51.4
168,IL-2-5,IL-2,IL,47.168389,-123.113595,WA,US,3.756822763,T,T2,T2-3,0,1,20.4,44.8,2.62,10,6,21,2,0.66,0.7,0.13,92.98245614,5/16/2022,6/15/2022,136,7,166,37,40.1,40.6,40.6,42.5,34.8,38.7,45.5,51.6
169,HO-14-2,HO-14,HO,44.224196,-123.511671,OR,US,4.323314778,T,T2,T2-4,0,1,22.82,37.2,2.75,21,4,2,2,0.35,0.37,0.07,93.33333333,5/17/2022,6/21/2022,137,8,172,43,46,41.5,34.2,48.3,42.3,50.8,48.9,55.4
170,SP2-13-3,SP2-13,SP2,43.536733,-6.520533,SP,EU,2.178756034,T,T2,T2-5,0,1,17.96,30.1,4.34,2,0,0,0,0.62,0.66,0.14,92.30769231,NA,NA,NA,NA,NA,NA,35.1,40.6,61.6,NA,47.5,38.7,40.1,51.8
171,SE-15-7,SE-15,SE,42.27916,-123.641852,OR,US,4.77412624,T,T2,T2-6,0,1,22.32,34.1,2.81,6,6,40,2,0.39,0.41,0.06,94.28571429,5/15/2022,6/13/2022,135,6,164,35,46.2,42.4,40.4,37.7,32.2,49.9,46,43.7
172,BJ-12-4,BJ-12,BJ,48.789608,-122.463926,WA,US,1.005059733,T,T2,T2-6,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,46.2,52.4,NA,60.4
173,AP-14-4,AP-14,AP,45.80877,-121.27622,WA,US,2.000652915,T,T2,T2-7,0,1,22.61,49.5,3.57,10,5,2,2,0.53,0.56,0.12,93.18181818,5/15/2022,6/21/2022,135,6,172,43,46.4,48.1,48.9,46.1,49,58.1,50,51.9
174,SP4-4-5,SP4-4,SP4,43.025217,-5.825167,SP,EU,0.434514309,T,T2,T2-8,0,1,20.15,37.6,2.68,7,3,33,2,0.47,0.48,0.07,97.56097561,5/19/2022,6/19/2022,139,10,170,41,40.9,46.6,50.8,49.6,NA,NA,50.5,57.4
175,HO-11-3,HO-11,HO,44.224196,-123.511671,OR,US,4.323314778,T,T2,T2-9,0,1,22.14,32.7,3.32,6,7,11,2,0.36,0.37,0.06,96.77419355,5/11/2022,6/19/2022,131,2,170,41,45,48.1,37.2,36.4,36.5,57.3,50.7,47
176,NOR2-5-6,NOR2-5,NOR2,59.206117,10.37815,NOR,EU,-3.234658892,T,T2,T2-10,0,0,18.41,NA,NA,NA,NA,NA,NA,0.47,0.53,0.1,86.04651163,NA,NA,NA,NA,NA,NA,35.5,37.9,40.4,44.3,42.7,44.1,46.8,56.7
177,DR-4-3,DR-4,DR,43.655301,-123.333033,OR,US,4.200970886,T,T2,T2-11,0,1,23.83,61.8,3.31,11,7,7,2,0.49,0.52,0.11,92.68292683,5/15/2022,6/20/2022,135,6,171,42,46.4,41.9,43.2,43.6,50.3,54.4,46.2,52.3
178,LUX1-12-2,LUX1-12,LUX1,49.61855,6.1393,LUX,EU,-1.721640374,T,T2,T2-12,0,0,21.54,NA,NA,NA,NA,NA,NA,0.52,0.56,0.09,91.4893617,NA,NA,NA,NA,NA,NA,32.5,33.2,36.4,34.5,38.3,36.2,38.5,47
179,HL-1-1,HL-1,HL,45.909633,-122.616945,WA,US,3.617706732,T,T2,T2-13,0,1,20.68,36.1,2.99,2,5,8,2,0.34,0.39,0.09,83.33333333,5/21/2022,6/21/2022,141,12,172,43,34.7,38.6,40.6,38,33.7,37.8,38.2,42.4
180,JC-1-5,JC-1,JC,48.16472222,-123.2997222,WA,US,1.486506186,T,T2,T2-14,0,1,20.05,52.7,3.11,8,1,0,1,0.18,0.2,0.03,88.23529412,6/1/2022,NA,152,23,NA,NA,35.8,46.2,38.5,32.5,37.6,35.1,35.4,42.5
181,DR-1-4,DR-1,DR,43.655301,-123.333033,OR,US,4.200970886,T,T2,T2-15,0,1,20.7,32.9,3.7,3,0,0,0,0.75,0.81,0.18,90.47619048,6/1/2022,NA,152,23,NA,NA,37.4,35.5,37,35.6,34.8,32.7,37.9,NA
182,AP-12-4,AP-12,AP,45.80877,-121.27622,WA,US,2.000652915,T,T3,T3-1,0,1,19.59,22.3,2.63,15,8,47,2,0.76,0.81,0.12,92.75362319,5/16/2022,6/13/2022,136,7,164,35,40.4,41.4,47,50.2,44.5,50.6,56.6,54.2
183,TR-12-4,TR-12,TR,48.94619,-122.35244,WA,US,1.179044273,T,T3,T3-2,0,1,22.12,48.7,3.46,6,0,0,0,0.84,0.89,0.21,92.64705882,6/15/2022,NA,166,37,NA,NA,42.2,42.5,50.7,50.3,46.8,41.7,46,40.6
184,BJ-1-4,BJ-1,BJ,48.789608,-122.463926,WA,US,1.005059733,T,T3,T3-3,0,1,21.16,29.6,2.82,12,9,40,2,0.92,0.96,0.17,94.93670886,5/11/2022,6/11/2022,131,2,162,33,35.8,38.4,43.7,37.8,35.1,40.7,43.5,46.8
185,SP2-12-5,SP2-12,SP2,43.536733,-6.520533,SP,EU,2.178756034,T,T3,T3-4,0,1,20.38,30.3,4.33,5,11,1,2,0.25,0.25,0.03,100,5/13/2022,6/7/2022,133,4,158,29,32.2,37,40.1,41.5,36.4,40.9,43,39.4
186,DR-1-3,DR-1,DR,43.655301,-123.333033,OR,US,4.200970886,T,T3,T3-5,0,0,22.12,NA,NA,NA,NA,NA,NA,0.66,0.75,0.17,84.48275862,NA,NA,NA,NA,NA,NA,44.9,41.8,40.5,38.1,36.8,38.4,45.1,49.3
187,JC-1-1,JC-1,JC,48.16472222,-123.2997222,WA,US,1.486506186,T,T3,T3-6,0,1,21.9,38.4,3.17,14,12,47,2,0.43,0.43,0.08,100,5/15/2022,6/15/2022,135,6,166,37,49.9,40.9,45.3,59.7,47.8,56.8,62.4,64.8
